"Sigla  da Empresa";"Número do Voo";"D I";"Tipo de Linha";"Aeroporto Origem";"Aeroporto Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação";"Justificativa"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"27/08/2004 05:00";"27/08/2004 05:00";"27/08/2004 07:28";"27/08/2004 07:28";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"26/08/2004 05:00";"26/08/2004 05:00";"26/08/2004 06:10";"26/08/2004 06:10";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 06:13";"24/08/2004 06:13";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"22/08/2004 05:00";"22/08/2004 05:00";"22/08/2004 06:25";"22/08/2004 06:25";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"07/08/2004 05:00";"  ";"07/08/2004 06:10";"  ";"Cancelado";"XN"
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"30/08/2004 05:00";"  ";"30/08/2004 06:59";"  ";"Cancelado";"XJ"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"23/08/2004 05:00";"23/08/2004 05:08";"23/08/2004 06:13";"23/08/2004 06:34";"Realizado";"RA"
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"21/08/2004 05:00";"21/08/2004 05:00";"21/08/2004 06:59";"21/08/2004 06:59";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"30/08/2004 05:00";"30/08/2004 05:00";"30/08/2004 07:28";"30/08/2004 07:28";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"26/08/2004 05:00";"26/08/2004 05:00";"26/08/2004 06:59";"26/08/2004 06:59";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"23/08/2004 05:00";"23/08/2004 05:00";"23/08/2004 06:59";"23/08/2004 06:59";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 07:28";"17/08/2004 07:28";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"30/08/2004 05:00";"  ";"30/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"19/08/2004 05:00";"19/08/2004 05:00";"19/08/2004 07:28";"19/08/2004 07:28";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 06:25";"12/08/2004 06:25";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"27/08/2004 05:00";"27/08/2004 05:00";"27/08/2004 06:15";"27/08/2004 06:15";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"04/08/2004 05:00";"04/08/2004 05:00";"04/08/2004 06:10";"04/08/2004 06:10";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"23/08/2004 05:00";"22/08/2004 05:35";"23/08/2004 06:15";"22/08/2004 06:55";"Realizado";"AR"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"16/08/2004 05:00";"16/08/2004 04:44";"16/08/2004 06:10";"16/08/2004 05:52";"Realizado";"MX"
"LAN";" 7703";"0";"G";"KMIA";"SBEG";"25/08/2004 05:00";"  ";"25/08/2004 09:45";"  ";"Cancelado";"XN"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"01/08/2004 05:00";"01/08/2004 05:00";"01/08/2004 06:25";"01/08/2004 06:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"06/08/2004 05:00";"06/08/2004 05:00";"06/08/2004 06:59";"06/08/2004 06:59";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 07:28";"09/08/2004 07:28";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"20/08/2004 05:00";"20/08/2004 05:00";"20/08/2004 06:59";"20/08/2004 06:59";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"19/08/2004 05:00";"19/08/2004 05:00";"19/08/2004 06:10";"19/08/2004 06:10";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 06:15";"05/08/2004 06:15";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 06:13";"12/08/2004 06:13";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 06:13";"09/08/2004 06:13";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 06:59";"12/08/2004 06:59";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"07/08/2004 05:00";"07/08/2004 05:00";"07/08/2004 06:59";"07/08/2004 06:59";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"11/08/2004 05:00";"11/08/2004 05:00";"11/08/2004 06:59";"11/08/2004 06:59";"Realizado";"  "
"VRG";" 8991";"0";"G";"KMIA";"SBCT";"05/08/2004 05:00";"  ";"05/08/2004 13:30";"  ";"Cancelado";"XN"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 06:13";"05/08/2004 06:13";"Realizado";"  "
"VRG";" 8995";"0";"G";"KJFK";"KMIA";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 08:00";"05/08/2004 08:00";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 06:13";"10/08/2004 06:13";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"14/08/2004 05:00";"14/08/2004 05:00";"14/08/2004 06:15";"14/08/2004 06:15";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"22/08/2004 05:00";"22/08/2004 05:00";"22/08/2004 07:28";"22/08/2004 07:28";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"26/08/2004 05:00";"26/08/2004 05:20";"26/08/2004 06:13";"26/08/2004 06:44";"Realizado";"RA"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"02/08/2004 05:00";"02/08/2004 05:00";"02/08/2004 06:13";"02/08/2004 06:13";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"30/08/2004 05:00";"30/08/2004 05:00";"30/08/2004 06:10";"30/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"22/08/2004 05:00";"  ";"22/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 06:10";"17/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"25/08/2004 05:00";"  ";"25/08/2004 06:10";"  ";"Cancelado";"XN"
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"04/08/2004 05:00";"04/08/2004 05:00";"04/08/2004 06:59";"04/08/2004 06:59";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"19/08/2004 05:00";"19/08/2004 06:02";"19/08/2004 06:25";"19/08/2004 07:17";"Realizado";"AA"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"15/08/2004 05:00";"15/08/2004 05:00";"15/08/2004 06:15";"15/08/2004 06:15";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"06/08/2004 05:00";"  ";"06/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"17/08/2004 05:00";"  ";"17/08/2004 06:25";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 06:10";"10/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"21/08/2004 05:00";"21/08/2004 05:00";"21/08/2004 06:25";"21/08/2004 06:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"22/08/2004 05:00";"22/08/2004 05:00";"22/08/2004 06:59";"22/08/2004 06:59";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"05/08/2004 05:00";"  ";"05/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"29/08/2004 05:00";"29/08/2004 05:00";"29/08/2004 06:10";"29/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"11/08/2004 05:00";"11/08/2004 05:00";"11/08/2004 06:25";"11/08/2004 06:25";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"23/08/2004 05:00";"23/08/2004 05:00";"23/08/2004 06:10";"23/08/2004 06:10";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"31/08/2004 05:00";"31/08/2004 05:00";"31/08/2004 06:15";"31/08/2004 06:15";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"27/08/2004 05:00";"27/08/2004 05:18";"27/08/2004 06:10";"27/08/2004 06:33";"Realizado";"RA"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 07:28";"24/08/2004 07:28";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 06:59";"17/08/2004 06:59";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"07/08/2004 05:00";"07/08/2004 05:00";"07/08/2004 06:25";"07/08/2004 06:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"01/08/2004 05:00";"01/08/2004 05:43";"01/08/2004 06:59";"01/08/2004 07:31";"Realizado";"AS"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"24/08/2004 05:00";"24/08/2004 04:42";"24/08/2004 06:10";"24/08/2004 05:53";"Realizado";"MX"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 07:28";"05/08/2004 07:28";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"26/08/2004 05:00";"26/08/2004 05:00";"26/08/2004 06:15";"26/08/2004 06:15";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"12/08/2004 05:00";"  ";"12/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"27/08/2004 05:00";"27/08/2004 05:00";"27/08/2004 06:10";"27/08/2004 06:10";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"02/08/2004 05:00";"  ";"02/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"18/08/2004 05:00";"18/08/2004 05:00";"18/08/2004 07:28";"18/08/2004 07:28";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"13/08/2004 05:00";"  ";"13/08/2004 06:10";"  ";"Cancelado";"XN"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 06:15";"17/08/2004 06:15";"Realizado";"  "
"VRG";" 8977";"0";"G";"SBEG";"SBCT";"30/08/2004 05:00";"30/08/2004 05:50";"30/08/2004 10:00";"30/08/2004 09:28";"Realizado";"AR"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"18/08/2004 05:00";"18/08/2004 04:42";"18/08/2004 06:10";"18/08/2004 05:51";"Realizado";"MX"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"14/08/2004 05:00";"14/08/2004 05:00";"14/08/2004 06:25";"14/08/2004 06:25";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 06:25";"05/08/2004 06:25";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"16/08/2004 05:00";"16/08/2004 05:00";"16/08/2004 06:10";"16/08/2004 06:10";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 06:59";"24/08/2004 06:59";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"31/08/2004 05:00";"31/08/2004 04:47";"31/08/2004 06:10";"31/08/2004 05:54";"Realizado";"MX"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"11/08/2004 05:00";"10/08/2004 04:45";"11/08/2004 06:15";"10/08/2004 05:57";"Realizado";"HD"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"11/08/2004 05:00";"11/08/2004 05:00";"11/08/2004 07:28";"11/08/2004 07:28";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"07/08/2004 05:00";"07/08/2004 05:00";"07/08/2004 06:13";"07/08/2004 06:13";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"18/08/2004 05:00";"17/08/2004 04:48";"18/08/2004 06:15";"17/08/2004 06:00";"Realizado";"HD"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"16/08/2004 05:00";"16/08/2004 05:25";"16/08/2004 07:28";"16/08/2004 08:02";"Realizado";"AS"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"31/08/2004 05:00";"31/08/2004 05:00";"31/08/2004 06:10";"31/08/2004 06:10";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"08/08/2004 05:00";"08/08/2004 05:00";"08/08/2004 06:15";"08/08/2004 06:15";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"26/08/2004 05:00";"26/08/2004 05:00";"26/08/2004 07:28";"26/08/2004 07:28";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"28/08/2004 05:00";"28/08/2004 05:00";"28/08/2004 06:10";"28/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"30/08/2004 05:00";"30/08/2004 05:00";"30/08/2004 06:25";"30/08/2004 06:25";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"16/08/2004 05:00";"16/08/2004 05:00";"16/08/2004 06:10";"16/08/2004 06:10";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"08/08/2004 05:00";"08/08/2004 05:00";"08/08/2004 06:13";"08/08/2004 06:13";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"13/08/2004 05:00";"13/08/2004 05:00";"13/08/2004 06:59";"13/08/2004 06:59";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"24/08/2004 05:00";"  ";"24/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"25/08/2004 05:00";"25/08/2004 05:00";"25/08/2004 06:10";"25/08/2004 06:10";"Realizado";"  "
"VRG";" 8977";"0";"G";"SBEG";"SBCT";"23/08/2004 05:00";"23/08/2004 07:40";"23/08/2004 10:00";"23/08/2004 11:28";"Realizado";"MX"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 06:13";"17/08/2004 06:13";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"15/08/2004 05:00";"15/08/2004 05:00";"15/08/2004 07:28";"15/08/2004 07:28";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"07/08/2004 05:00";"07/08/2004 05:00";"07/08/2004 06:10";"07/08/2004 06:10";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"25/08/2004 05:00";"25/08/2004 05:00";"25/08/2004 07:28";"25/08/2004 07:28";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"13/08/2004 05:00";"13/08/2004 05:00";"13/08/2004 07:28";"13/08/2004 07:28";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"04/08/2004 05:00";"04/08/2004 05:00";"04/08/2004 06:15";"04/08/2004 06:15";"Realizado";"  "
"LAN";" 7703";"0";"G";"KMIA";"SBEG";"11/08/2004 05:00";"  ";"11/08/2004 09:45";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"14/08/2004 05:00";"14/08/2004 05:00";"14/08/2004 06:10";"14/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"15/08/2004 05:00";"  ";"15/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"04/08/2004 05:00";"04/08/2004 05:00";"04/08/2004 06:10";"04/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"26/08/2004 05:00";"  ";"26/08/2004 06:10";"  ";"Cancelado";"XN"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"20/08/2004 05:00";"19/08/2004 05:55";"20/08/2004 06:15";"19/08/2004 07:20";"Realizado";"AR"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"03/08/2004 05:00";"03/08/2004 05:00";"03/08/2004 06:15";"03/08/2004 06:15";"Realizado";"  "
"VRG";" 8979";"0";"G";"SBEG";"SBCT";"26/08/2004 05:00";"26/08/2004 05:00";"26/08/2004 10:00";"26/08/2004 10:00";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"30/08/2004 05:00";"30/08/2004 04:46";"30/08/2004 06:10";"30/08/2004 05:55";"Realizado";"MX"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"31/08/2004 05:00";"  ";"31/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"04/08/2004 05:00";"04/08/2004 05:30";"04/08/2004 06:25";"04/08/2004 06:53";"Realizado";"RA"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 06:15";"09/08/2004 06:15";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"03/08/2004 05:00";"03/08/2004 05:00";"03/08/2004 07:28";"03/08/2004 07:28";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"31/08/2004 05:00";"31/08/2004 05:00";"31/08/2004 07:28";"31/08/2004 07:28";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"06/08/2004 05:00";"06/08/2004 05:00";"06/08/2004 06:13";"06/08/2004 06:13";"Realizado";"  "
"AFR";" 6807";"0";"G";"GOOY";"LFPG";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 10:25";"24/08/2004 10:25";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"28/08/2004 05:00";"28/08/2004 05:00";"28/08/2004 06:10";"28/08/2004 06:10";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"31/08/2004 05:00";"31/08/2004 05:00";"31/08/2004 06:13";"31/08/2004 06:13";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"25/08/2004 05:00";"25/08/2004 04:41";"25/08/2004 06:10";"25/08/2004 05:47";"Realizado";"MX"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"27/08/2004 05:00";"  ";"27/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 06:10";"17/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"23/08/2004 05:00";"23/08/2004 05:00";"23/08/2004 06:25";"23/08/2004 06:25";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"26/08/2004 05:00";"26/08/2004 04:45";"26/08/2004 06:10";"26/08/2004 05:57";"Realizado";"MX"
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 06:59";"09/08/2004 06:59";"Realizado";"  "
"VRG";" 8977";"0";"G";"SBEG";"SBCT";"16/08/2004 05:00";"  ";"16/08/2004 10:00";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"11/08/2004 05:00";"11/08/2004 05:00";"11/08/2004 06:10";"11/08/2004 06:10";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"02/08/2004 05:00";"02/08/2004 05:53";"02/08/2004 06:59";"02/08/2004 07:36";"Realizado";"AS"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 06:25";"09/08/2004 06:25";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"08/08/2004 05:00";"  ";"08/08/2004 06:25";"  ";"Cancelado";"XN"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"18/08/2004 05:00";"18/08/2004 05:00";"18/08/2004 06:25";"18/08/2004 06:25";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"19/08/2004 05:00";"19/08/2004 05:00";"19/08/2004 06:10";"19/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"17/08/2004 05:00";"  ";"17/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 06:10";"24/08/2004 06:10";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"19/08/2004 05:00";"19/08/2004 05:00";"19/08/2004 06:59";"19/08/2004 06:59";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"25/08/2004 05:00";"25/08/2004 05:00";"25/08/2004 06:13";"25/08/2004 06:13";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"16/08/2004 05:00";"16/08/2004 05:00";"16/08/2004 06:13";"16/08/2004 06:13";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"19/08/2004 05:00";"19/08/2004 05:00";"19/08/2004 06:15";"19/08/2004 06:15";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"01/08/2004 05:00";"31/07/2004 05:50";"01/08/2004 06:15";"31/07/2004 07:05";"Realizado";"AR"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"18/08/2004 05:00";"  ";"18/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"20/08/2004 05:00";"20/08/2004 05:00";"20/08/2004 06:10";"20/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 06:10";"09/08/2004 06:10";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"13/08/2004 05:00";"13/08/2004 05:00";"13/08/2004 06:10";"13/08/2004 06:10";"Realizado";"  "
"AFR";" 6807";"0";"G";"GOOY";"LFPG";"17/08/2004 05:00";"17/08/2004 05:00";"17/08/2004 10:25";"17/08/2004 10:25";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"14/08/2004 05:00";"14/08/2004 05:00";"14/08/2004 06:10";"14/08/2004 06:10";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"02/08/2004 05:00";"02/08/2004 05:00";"02/08/2004 06:10";"02/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"16/08/2004 05:00";"16/08/2004 05:00";"16/08/2004 06:25";"16/08/2004 06:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"28/08/2004 05:00";"28/08/2004 05:00";"28/08/2004 06:59";"28/08/2004 06:59";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"01/08/2004 05:00";"01/08/2004 05:00";"01/08/2004 06:13";"01/08/2004 06:13";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"11/08/2004 05:00";"  ";"11/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"20/08/2004 05:00";"20/08/2004 05:00";"20/08/2004 06:13";"20/08/2004 06:13";"Realizado";"  "
"VRG";" 8977";"0";"G";"SBEG";"SBCT";"09/08/2004 05:00";"09/08/2004 06:30";"09/08/2004 10:00";"09/08/2004 10:28";"Realizado";"MX"
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 06:59";"10/08/2004 06:59";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"29/08/2004 05:00";"  ";"29/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"06/08/2004 05:00";"  ";"06/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"06/08/2004 05:00";"06/08/2004 05:00";"06/08/2004 06:25";"06/08/2004 06:25";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"03/08/2004 05:00";"03/08/2004 05:00";"03/08/2004 06:13";"03/08/2004 06:13";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"29/08/2004 05:00";"28/08/2004 05:25";"29/08/2004 06:15";"28/08/2004 06:40";"Realizado";"AR"
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"02/08/2004 05:00";"02/08/2004 05:00";"02/08/2004 06:25";"02/08/2004 06:25";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"21/08/2004 05:00";"21/08/2004 05:00";"21/08/2004 06:10";"21/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"02/08/2004 05:00";"02/08/2004 05:00";"02/08/2004 06:10";"02/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"25/08/2004 05:00";"25/08/2004 05:00";"25/08/2004 06:25";"25/08/2004 06:25";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"28/08/2004 05:00";"28/08/2004 05:00";"28/08/2004 06:25";"28/08/2004 06:25";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"15/08/2004 05:00";"15/08/2004 05:00";"15/08/2004 06:25";"15/08/2004 06:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"27/08/2004 05:00";"27/08/2004 05:00";"27/08/2004 06:59";"27/08/2004 06:59";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"22/08/2004 05:00";"21/08/2004 05:25";"22/08/2004 06:15";"21/08/2004 06:40";"Realizado";"AR"
"VRG";" 8977";"0";"G";"SBEG";"SBCT";"02/08/2004 05:00";"  ";"02/08/2004 10:00";"  ";"Cancelado";"XN"
