"Sigla  da Empresa";"Número do Voo";"D I";"Tipo de Linha";"Aeroporto Origem";"Aeroporto Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação";"Justificativa"
"VRG";" 8991";"0";"G";"KMIA";"SBCT";"12/08/2004 05:00";"  ";"12/08/2004 13:30";"  ";"Cancelado";"XN"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"21/08/2004 05:00";"21/08/2004 05:00";"21/08/2004 07:28";"21/08/2004 07:28";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"26/08/2004 05:00";"26/08/2004 05:00";"26/08/2004 06:25";"26/08/2004 06:25";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"08/08/2004 05:00";"08/08/2004 05:00";"08/08/2004 06:10";"08/08/2004 06:10";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"15/08/2004 05:00";"15/08/2004 05:00";"15/08/2004 06:59";"15/08/2004 06:59";"Realizado";"  "
"VRG";" 8979";"0";"G";"SBEG";"SBCT";"19/08/2004 05:00";"  ";"19/08/2004 10:00";"  ";"Cancelado";"XN"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"21/08/2004 05:00";"21/08/2004 05:17";"21/08/2004 06:10";"21/08/2004 06:23";"Realizado";"RA"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"07/08/2004 05:00";"07/08/2004 05:00";"07/08/2004 06:15";"07/08/2004 06:15";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"14/08/2004 05:00";"14/08/2004 05:00";"14/08/2004 06:13";"14/08/2004 06:13";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 07:28";"12/08/2004 07:28";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"06/08/2004 05:00";"06/08/2004 04:45";"06/08/2004 06:15";"06/08/2004 06:00";"Realizado";"HD"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"27/08/2004 05:00";"27/08/2004 05:00";"27/08/2004 06:13";"27/08/2004 06:13";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"07/08/2004 05:00";"07/08/2004 05:00";"07/08/2004 07:28";"07/08/2004 07:28";"Realizado";"  "
"LAN";" 7703";"0";"G";"KMIA";"SBEG";"04/08/2004 05:00";"  ";"04/08/2004 09:45";"  ";"Cancelado";"XN"
"AFR";" 6807";"0";"G";"GOOY";"LFPG";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 10:25";"10/08/2004 10:25";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"01/08/2004 05:00";"01/08/2004 05:00";"01/08/2004 06:10";"01/08/2004 06:10";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"01/08/2004 05:00";"  ";"01/08/2004 07:28";"  ";"Cancelado";"XN"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 06:10";"10/08/2004 06:10";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"21/08/2004 05:00";"21/08/2004 05:06";"21/08/2004 06:13";"21/08/2004 06:31";"Realizado";"RA"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"30/08/2004 05:00";"30/08/2004 05:00";"30/08/2004 06:13";"30/08/2004 06:13";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"20/08/2004 05:00";"20/08/2004 05:00";"20/08/2004 07:28";"20/08/2004 07:28";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"30/08/2004 05:00";"30/08/2004 05:00";"30/08/2004 06:15";"30/08/2004 06:15";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"13/08/2004 05:00";"13/08/2004 05:00";"13/08/2004 06:10";"13/08/2004 06:10";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"09/08/2004 05:00";"09/08/2004 05:00";"09/08/2004 06:10";"09/08/2004 06:10";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 06:10";"05/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"21/08/2004 05:00";"  ";"21/08/2004 06:10";"  ";"Cancelado";"XN"
"AFR";" 6807";"0";"G";"GOOY";"LFPG";"03/08/2004 05:00";"03/08/2004 05:00";"03/08/2004 10:25";"03/08/2004 10:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"08/08/2004 05:00";"08/08/2004 05:00";"08/08/2004 06:59";"08/08/2004 06:59";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"03/08/2004 05:00";"  ";"03/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"04/08/2004 05:00";"  ";"04/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"20/08/2004 05:00";"  ";"20/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"03/08/2004 05:00";"03/08/2004 05:50";"03/08/2004 06:10";"03/08/2004 07:00";"Realizado";"RA"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"11/08/2004 05:00";"11/08/2004 05:00";"11/08/2004 06:10";"11/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"28/08/2004 05:00";"  ";"28/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"15/08/2004 05:00";"15/08/2004 04:58";"15/08/2004 06:13";"15/08/2004 06:30";"Realizado";"AR"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"06/08/2004 05:00";"06/08/2004 05:00";"06/08/2004 07:28";"06/08/2004 07:28";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 07:28";"10/08/2004 07:28";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 06:10";"12/08/2004 06:10";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"18/08/2004 05:00";"18/08/2004 05:00";"18/08/2004 06:59";"18/08/2004 06:59";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"01/08/2004 05:00";"  ";"01/08/2004 06:10";"  ";"Cancelado";"XN"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"02/08/2004 05:00";"02/08/2004 05:00";"02/08/2004 06:15";"02/08/2004 06:15";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"18/08/2004 05:00";"18/08/2004 05:00";"18/08/2004 06:10";"18/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"08/08/2004 05:00";"08/08/2004 05:00";"08/08/2004 06:10";"08/08/2004 06:10";"Realizado";"  "
"AFR";" 6807";"0";"G";"GOOY";"LFPG";"31/08/2004 05:00";"31/08/2004 05:00";"31/08/2004 10:25";"31/08/2004 10:25";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"05/08/2004 05:00";"  ";"05/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"23/08/2004 05:00";"23/08/2004 05:00";"23/08/2004 07:28";"23/08/2004 07:28";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"28/08/2004 05:00";"28/08/2004 05:00";"28/08/2004 06:15";"28/08/2004 06:15";"Realizado";"  "
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"06/08/2004 05:00";"06/08/2004 05:00";"06/08/2004 06:10";"06/08/2004 06:10";"Realizado";"  "
"LAN";" 7703";"0";"G";"KMIA";"SBEG";"18/08/2004 05:00";"  ";"18/08/2004 09:45";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 06:10";"10/08/2004 06:10";"Realizado";"  "
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"29/08/2004 05:00";"29/08/2004 05:00";"29/08/2004 06:13";"29/08/2004 06:13";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"20/08/2004 05:00";"20/08/2004 05:00";"20/08/2004 06:25";"20/08/2004 06:25";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"22/08/2004 05:00";"21/08/2004 04:40";"22/08/2004 06:10";"21/08/2004 05:48";"Realizado";"MX"
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"16/08/2004 05:00";"16/08/2004 05:00";"16/08/2004 06:59";"16/08/2004 06:59";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"05/08/2004 05:00";"05/08/2004 05:00";"05/08/2004 06:59";"05/08/2004 06:59";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"08/08/2004 05:00";"08/08/2004 05:00";"08/08/2004 07:28";"08/08/2004 07:28";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"09/08/2004 05:00";"  ";"09/08/2004 06:10";"  ";"Cancelado";"XN"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 06:15";"12/08/2004 06:15";"Realizado";"  "
"VSP";" 4281";"0";"N";"SBSL";"SBBR";"14/08/2004 05:00";"14/08/2004 05:00";"14/08/2004 07:28";"14/08/2004 07:28";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"13/08/2004 05:00";"13/08/2004 05:00";"13/08/2004 06:15";"13/08/2004 06:15";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"10/08/2004 05:00";"10/08/2004 05:00";"10/08/2004 06:25";"10/08/2004 06:25";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"08/08/2004 05:00";"  ";"08/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"23/08/2004 05:00";"23/08/2004 04:47";"23/08/2004 06:10";"23/08/2004 05:58";"Realizado";"MX"
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 06:15";"24/08/2004 06:15";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"29/08/2004 05:00";"29/08/2004 05:00";"29/08/2004 06:25";"29/08/2004 06:25";"Realizado";"  "
"TAM";" 3719";"0";"E";"SBMA";"SBBR";"25/08/2004 05:00";"25/08/2004 05:00";"25/08/2004 06:59";"25/08/2004 06:59";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"23/08/2004 05:00";"  ";"23/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"15/08/2004 05:00";"15/08/2004 05:00";"15/08/2004 06:10";"15/08/2004 06:10";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"31/08/2004 05:00";"31/08/2004 05:00";"31/08/2004 06:25";"31/08/2004 06:25";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"24/08/2004 05:00";"24/08/2004 05:00";"24/08/2004 06:25";"24/08/2004 06:25";"Realizado";"  "
"VSP";" 4250";"0";"N";"SBCY";"SBGO";"13/08/2004 05:00";"13/08/2004 05:00";"13/08/2004 06:25";"13/08/2004 06:25";"Realizado";"  "
"VRG";" 2354";"0";"N";"SBRF";"SBFZ";"16/08/2004 05:00";"16/08/2004 04:44";"16/08/2004 06:15";"16/08/2004 06:08";"Realizado";"HD"
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"20/08/2004 05:00";"20/08/2004 04:41";"20/08/2004 06:10";"20/08/2004 05:48";"Realizado";"MX"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"28/08/2004 05:00";"28/08/2004 05:00";"28/08/2004 06:13";"28/08/2004 06:13";"Realizado";"  "
"GLO";" 1662";"0";"N";"SBSV";"SBRF";"15/08/2004 05:00";"15/08/2004 04:40";"15/08/2004 06:10";"15/08/2004 05:52";"Realizado";"MX"
"GLO";" 1815";"0";"E";"SBSL";"SBFZ";"29/08/2004 05:00";"29/08/2004 05:00";"29/08/2004 06:10";"29/08/2004 06:10";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"19/08/2004 05:00";"  ";"19/08/2004 06:10";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBFZ";"SBRF";"14/08/2004 05:00";"  ";"14/08/2004 06:10";"  ";"Cancelado";"XN"
"GLO";" 1701";"0";"N";"SBCG";"SBSP";"11/08/2004 05:00";"11/08/2004 05:00";"11/08/2004 06:13";"11/08/2004 06:13";"Realizado";"  "
"VRG";" 8995";"0";"G";"KJFK";"KMIA";"12/08/2004 05:00";"12/08/2004 05:00";"12/08/2004 08:00";"12/08/2004 08:00";"Realizado";"  "
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"18/08/2004 05:05";"18/08/2004 05:05";"18/08/2004 06:30";"18/08/2004 06:30";"Realizado";"  "
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"13/08/2004 05:05";"  ";"13/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"13/08/2004 05:05";"13/08/2004 05:30";"13/08/2004 06:30";"13/08/2004 07:05";"Realizado";"AT"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"03/08/2004 05:05";"03/08/2004 05:05";"03/08/2004 06:30";"03/08/2004 06:30";"Realizado";"  "
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"26/08/2004 05:05";"  ";"26/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"07/08/2004 05:05";"  ";"07/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"28/08/2004 05:05";"  ";"28/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"19/08/2004 05:05";"19/08/2004 05:13";"19/08/2004 06:30";"19/08/2004 06:55";"Realizado";"AS"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"23/08/2004 05:05";"  ";"23/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"31/08/2004 05:05";"  ";"31/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"07/08/2004 05:05";"  ";"07/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"22/08/2004 05:05";"22/08/2004 05:18";"22/08/2004 06:30";"22/08/2004 07:00";"Realizado";"AS"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"30/08/2004 05:05";"  ";"30/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"19/08/2004 05:05";"  ";"19/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"09/08/2004 05:05";"09/08/2004 05:05";"09/08/2004 06:30";"09/08/2004 06:30";"Realizado";"  "
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"19/08/2004 05:05";"  ";"19/08/2004 06:25";"  ";"Cancelado";"XN"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"14/08/2004 05:05";"  ";"14/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"11/08/2004 05:05";"  ";"11/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"12/08/2004 05:05";"  ";"12/08/2004 06:25";"  ";"Cancelado";"XN"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"25/08/2004 05:05";"  ";"25/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"27/08/2004 05:05";"27/08/2004 05:05";"27/08/2004 06:30";"27/08/2004 06:30";"Realizado";"  "
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"15/08/2004 05:05";"  ";"15/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"04/08/2004 05:05";"04/08/2004 05:24";"04/08/2004 06:30";"04/08/2004 07:04";"Realizado";"AT"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"12/08/2004 05:05";"  ";"12/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"05/08/2004 05:05";"  ";"05/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"08/08/2004 05:05";"  ";"08/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"29/08/2004 05:05";"  ";"29/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"26/08/2004 05:05";"  ";"26/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"11/08/2004 05:05";"  ";"11/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"13/08/2004 05:05";"  ";"13/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"21/08/2004 05:05";"21/08/2004 05:05";"21/08/2004 06:30";"21/08/2004 06:30";"Realizado";"  "
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"06/08/2004 05:05";"  ";"06/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"20/08/2004 05:05";"  ";"20/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"15/08/2004 05:05";"15/08/2004 05:05";"15/08/2004 06:30";"15/08/2004 06:30";"Realizado";"  "
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"25/08/2004 05:05";"25/08/2004 05:05";"25/08/2004 06:30";"25/08/2004 06:30";"Realizado";"  "
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"05/08/2004 05:05";"05/08/2004 05:05";"05/08/2004 06:30";"05/08/2004 06:30";"Realizado";"  "
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"03/08/2004 05:05";"  ";"03/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"28/08/2004 05:05";"28/08/2004 05:05";"28/08/2004 06:30";"28/08/2004 06:30";"Realizado";"  "
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"26/08/2004 05:05";"  ";"26/08/2004 06:30";"  ";"Cancelado";"XT"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"08/08/2004 05:05";"08/08/2004 05:12";"08/08/2004 06:30";"08/08/2004 06:59";"Realizado";"AS"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"01/08/2004 05:05";"  ";"01/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"05/08/2004 05:05";"  ";"05/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"18/08/2004 05:05";"  ";"18/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"09/08/2004 05:05";"  ";"09/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"06/08/2004 05:05";"  ";"06/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"01/08/2004 05:05";"01/08/2004 05:12";"01/08/2004 06:30";"01/08/2004 06:57";"Realizado";"AT"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"14/08/2004 05:05";"  ";"14/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"20/08/2004 05:05";"  ";"20/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"02/08/2004 05:05";"02/08/2004 10:31";"02/08/2004 06:30";"02/08/2004 12:14";"Realizado";"WT"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"17/08/2004 05:05";"  ";"17/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"21/08/2004 05:05";"  ";"21/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"14/08/2004 05:05";"14/08/2004 05:05";"14/08/2004 06:30";"14/08/2004 06:30";"Realizado";"  "
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"23/08/2004 05:05";"23/08/2004 05:05";"23/08/2004 06:30";"23/08/2004 06:30";"Realizado";"  "
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"31/08/2004 05:05";"  ";"31/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"17/08/2004 05:05";"17/08/2004 05:05";"17/08/2004 06:30";"17/08/2004 06:30";"Realizado";"  "
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"29/08/2004 05:05";"29/08/2004 05:14";"29/08/2004 06:30";"29/08/2004 06:52";"Realizado";"AT"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"31/08/2004 05:05";"31/08/2004 05:14";"31/08/2004 06:30";"31/08/2004 06:56";"Realizado";"AS"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"16/08/2004 05:05";"16/08/2004 05:49";"16/08/2004 06:30";"16/08/2004 07:26";"Realizado";"AS"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"06/08/2004 05:05";"06/08/2004 05:05";"06/08/2004 06:30";"06/08/2004 06:30";"Realizado";"  "
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"22/08/2004 05:05";"  ";"22/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"27/08/2004 05:05";"  ";"27/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"28/08/2004 05:05";"  ";"28/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"11/08/2004 05:05";"  ";"11/08/2004 06:30";"  ";"Cancelado";"XT"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"24/08/2004 05:05";"  ";"24/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"27/08/2004 05:05";"  ";"27/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"30/08/2004 05:05";"30/08/2004 05:08";"30/08/2004 06:30";"30/08/2004 06:51";"Realizado";"AS"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"10/08/2004 05:05";"10/08/2004 05:14";"10/08/2004 06:30";"10/08/2004 06:56";"Realizado";"AS"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"02/08/2004 05:05";"  ";"02/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"03/08/2004 05:05";"  ";"03/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"20/08/2004 05:05";"20/08/2004 08:28";"20/08/2004 06:30";"20/08/2004 10:05";"Realizado";"WT"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"12/08/2004 05:05";"12/08/2004 05:05";"12/08/2004 06:30";"12/08/2004 06:30";"Realizado";"  "
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"17/08/2004 05:05";"  ";"17/08/2004 06:25";"  ";"Cancelado";"XN"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"10/08/2004 05:05";"  ";"10/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"16/08/2004 05:05";"  ";"16/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"07/08/2004 05:05";"07/08/2004 09:25";"07/08/2004 06:30";"07/08/2004 10:51";"Realizado";"AT"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"25/08/2004 05:05";"  ";"25/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"04/08/2004 05:05";"  ";"04/08/2004 06:00";"  ";"Cancelado";"XB"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"04/08/2004 05:05";"  ";"04/08/2004 06:25";"  ";"Cancelado";"XN"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"24/08/2004 05:05";"  ";"24/08/2004 06:25";"  ";"Cancelado";"XN"
"TIB";" 5537";"0";"L";"SBCF";"SBGO";"21/08/2004 05:05";"  ";"21/08/2004 06:25";"  ";"Cancelado";"XN"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"10/08/2004 05:05";"  ";"10/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3869";"0";"N";"SBGR";"SBCT";"18/08/2004 05:05";"  ";"18/08/2004 06:00";"  ";"Cancelado";"XB"
"TAM";" 3867";"0";"N";"SBGR";"SBPA";"24/08/2004 05:05";"24/08/2004 05:05";"24/08/2004 06:30";"24/08/2004 06:30";"Realizado";"  "
"TTL";" 5567";"0";"L";"SBGL";"SBVT";"14/08/2004 05:10";"14/08/2004 04:22";"14/08/2004 05:50";"14/08/2004 05:12";"Realizado";"AT"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"17/08/2004 05:10";"  ";"17/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"20/08/2004 05:10";"  ";"20/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"31/08/2004 05:10";"  ";"31/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"27/08/2004 05:10";"  ";"27/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"26/08/2004 05:10";"  ";"26/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"13/08/2004 05:10";"  ";"13/08/2004 07:00";"  ";"Cancelado";"XN"
"VSP";" 4422";"0";"C";"SBGL";"SBSV";"28/08/2004 05:10";"28/08/2004 05:10";"28/08/2004 07:00";"28/08/2004 07:00";"Realizado";"  "
"TTL";" 5567";"0";"L";"SBGL";"SBVT";"10/08/2004 05:10";"10/08/2004 04:25";"10/08/2004 05:50";"10/08/2004 05:09";"Realizado";"AT"
"VSP";" 4438";"0";"C";"SBGL";"SBSV";"06/08/2004 05:10";"  ";"06/08/2004 07:00";"  ";"Cancelado";"XN"
